fecha_extraccion,hora_extraccion,distrito,establecimiento,direccion,telefono,precio,unidad_medida,producto,fuente
2026-06-19,16:35:45,LOS OLIVOS,GRIFOS TESA,"AV. ALFREDO MENDIOLA N° 6583 – 6585- 6589 – 6593 – 6597 – 6599, DE LOS LOTES 16 Y 17, MZ. 2E, PARCELACIÓN RESIDENCIAL SANTA LUISA II ETAPA",975923734,6.55,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LOS OLIVOS,ESTACION DE SERVICIOS LOS OLIVOS S. A. C.,"AV. UNIVERSITARIA CDRA. 51, ESQUINA CON CALLE A",015215769,6.65,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LOS OLIVOS,MULTISERVICIOS SANTA URSULA S.A.C.,ESQUINA DE LA AV. CENTRAL CON LA AV. HUANDOY MZ. H LT. 12 13 Y 14,958338560,6.65,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LOS OLIVOS,ESTACION DE SERVICIOS GRIFO MASTER S.R.L.,"AV. ALFREDO MENDIOLA ESQUINA CON CALLE 12, MANZANA E LOTES 05 AL 13 Y 16 AL 23 - ASOCIACION DE VIVIENDA RIO SANTA",015287393/965343051,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LOS OLIVOS,GASOCENTRO SANTA ANA SAC,AV. LOS PROCERES ESQ. CON AV. CONFRATERNIDAD MZ D2 LOTES 29-41 URB. SANTA ANA,939243922/902773715,6.89,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LOS OLIVOS,GASOCENTRO AUFRA SOCIEDAD ANONIMA CERRADA-GAUFRA S.A.C.,"AV. UNIVERSITARIA ESQUINA CON LA AV. NARANJAL, MANZANA A, LOTES 1, 2, 3, 4, 5, 23, 24, 25 Y 26 DEL A. H. 19 DE MAYO",015228481,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LOS OLIVOS,ALTA VIDDA GAS S.A.C.,CALLE LOS HORNOS N° 149 ESQUINA CON GERARDO UNGER – URB. INDUSTRIAL NARANJAL,,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LOS OLIVOS,G3A GRIFOS S.A.C.,AVENIDA UNIVERSITARIA NORTE MZA. C LTE. 1 URB. RESIDENCIAL COMERCIAL LOS OLIVOS,914104704/956907775,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LOS OLIVOS,CORPORACION PYX S.A.C.,AV. ANGELICA GAMARRA DE LEON VELARDE N° 1361,015331723/964569322/956432721,7.17,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIGANCHO,SAN PEDRO COMBUSTIBLES S.R.L.,CALLE LIMA SUR N° 1529 (EX CARRETERA CENTRAL) PARTE DEL LOTE 43 DEL FUNDO MOYOPAMPA,996186824,6.39,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIGANCHO,GRIFOS LOS DELFINES JR,"CARRETERA CENTRAL (AV. LIMA SUR) ESQUINA CON PASAJE JACARANDAES, SUB LOTE 34-B1, B2, B3",994979790,6.39,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIGANCHO,CLARIGO S.A.C.,"AV. LAS FLORES Nº 750, URB. SANTA MARIA",013602151/013601043,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIGANCHO,ADMINISTRACION DE GRIFOS LEP S.A.C.,"AV. 5 DE AGOSTO CON CALLE LOS ANGELES MZ. A LOTES 1, 2 Y 23 DEL PROGRAMA DE VIVIENDA Y COMERCIO SAN VALENTIN DE HUACHIPA",,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIGANCHO,ZETA GAS ANDINO S.A.,"AV. LAS TORRES MZ. F, SUB LOTE 6A, ESQUINA CON AV. HUACHIPA, LOTIZACIÓN LA CAPITANA - SANTA MARÍA DE HUACHIPA",016140707/015170707/966883165,6.81,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIGANCHO,ADMINISTRACION DE GRIFOS LEP S.A.C.,"AV. LOS CISNES SUB LOTE 2, PARCELA PARAISO ESQ AV. RAMIRO PRIALE",947271993,6.86,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIGANCHO,MOVILGAS S.R.L.,LOTE 4 DEL PREDIO DENOMINADO EL CHAPARRAL SECTOR HUACHIPA AUTOPISTA RAMIRO PRIALE ALTURA KM 6.5,954813056/954813053,6.88,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIGANCHO,ESTACION DE SERVICIOS EL GODO S.A.C.,INTERSECCION DE LA AV. LOS HALCONES Y LA CALLE SAN LUIS DE NIEVERIA LOTE 3B,,6.88,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIGANCHO,S Y M COMERCIAL DEL PERU S.A.C.,AV. LAS TORRES Y ESQ. AV. CAJAMARQUILLA (AV. MEDIA LUNA) PARCELA MEDIA LUNA MZ. E LOTE 7,014254185/970098586,6.89,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIGANCHO,SERVICIOS MULTIPLES SANTA CECILIA S.A.C.,"AUTOPISTA RAMIRO PRIALE KM 8.5, MZ. A, SUB LOTE 54-B, CENTRO POBLADO MENOR DE SANTA MARIA DE HUACHIPA",960113393,6.89,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIN,TRIMAXSUR S.A.,"CARRETERA ANTIGUA PANAMERICANA SUR KM. 32, CALLE LOS ROSALES, MZ. U LOTE N° 01, A.H. HUERTOS DE LURÍN",960176952,6.89,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIN,ENERGIGAS SAC,"PREDIO RURAL SAN PEDRO LOTE UNICO, VALLE DE LURIN, ANTIGUA PANAMERICANA SUR, KM. 34.5",999366537/981116338,6.89,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIN,FERRETERIA HUERTOS DE SANTA ROSA S.A.C.,"ANTIGUA PANAMERICANA SUR, ESQ. CON AV. LOS ALAMOS MZ. A, LOTE 1",998338570/947178144,6.9,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIN,NEGOCIACION KIO S.A.C. LURIN,CARRETERA PANAMERICANA SUR KM. 25.62,955094939/955094453,6.91,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIN,GO COMBUSTIBLES 8 S.A.C.,"AV. X-5 MZ. G-1 LOTES 5, 6 Y 7 (ANTIGUA PANAMERICANA SUR)",,6.95,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIN,GRIFO NUEVO LURIN S.A.C.,"CALLE 5 MZ. F LOTE 01, URB. PROVIESA UNIVERSAL (NUEVO LURIN)",014302044/946436076,6.95,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIN,GASAMAR SAC,"ANTIGUA CARRETERA PANAMERICANA SUR, KM.40, ESQ. CON AV. LOS EUCALIPTOS MZ.F LT.9 URB. PREDIO SANTA GENOVEVA",981421571,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIN,GLOBAL FUEL S.A.,CARRETERA PANAMERICANA SUR KM. 24,01932849868,7.09,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIN,ESTACION DE SERVICIOS HERCO SAC,"CARRETERA PANAMERICANA SUR KM. 33 PARCELA C-14 A, PREDIO LAS SALINAS",014302792/982561285,7.09,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,LURIN,INVERSIONES NOBAL S.A.C.,"AUTOPISTA MANUEL DEL VALLE MZ.Z, SUB LT.B-1, URB. LOS HUERTOS DE LURIN",998338570/988477281,7.09,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,MAGDALENA DEL MAR,PETROCENTRO YULIA S.A.C.,AV. JAVIER PRADO OESTE Nº 900-944-950-956. ESQUINA CON AV. JUAN DE ALIAGA,014618042,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,16:35:45,MAGDALENA DEL MAR,COESTI S.A.,"AV. DEL EJERCITO N° 965, 967 Y 973, LOTES 1, 3, 16C, 17 Y 18 DE LA MZ. 68, URB. SAN FELIPE",012080100/012033100/978875930,8.15,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ANCON,ESTACION DE SERVICIOS LLACUA SOCIEDAD ANONIMA CERRADA,"AV. LAS PYMES, ASOC. ONG. INSTITUTO DE PROMOCIÓN Y DESARROLLO DE LA PEQUEÑA Y MEDIANA EMPRESA - INDEPROPYME, MZ. L2, LOTES 04, 05, 06, 07, 08 Y 09",951117732,8.39,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ANCON,ESTACIÓN DE SERVICIOS ANCÓN S.A.,"PANAMERICANA NORTE KM. 44, URB. SAN JOSE, MZ. N LOTE 3",945635871/994644849,8.39,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ANCON,CENTER GAS SAC,"PANAMERICANA NORTE KM 44.5, SUB LOTE A-1 ASOCIACION DE PRODUCTORES INDUSTRIALES PECUARIOS DE ANCÓN",016788937/981530091,8.39,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ATE,EMPRESA DE SERVICIOS Y TRANSPORTES EL NEGRO E.I.R.L.,"MZ. A LOTES 1, 2, 3, 4, 5 Y 6 DEL PROGRAMA DE VIVIENDA Y COMERCIO LAS PRADERAS DE PARIACHI",013592881/996503352,6.38,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ATE,ENERGIGAS S.A.C.,AV. VICTOR RAUL HAYA DE LA TORRE S/N (KM. 5.6 CARRETERA CENTRAL) ESQUINA CON JR. SANTA MARIA,933909213,6.53,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ATE,PETRO EXPLORIUM,"CALLE SAN CARLOS RD, MZ. C LOTE 14",967492683,6.87,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ATE,VIJOGAS S.A.C.,"AV. SANTA ROSA N 610, ESQUINA JR. LOS SAUCES",,6.89,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ATE,GRIFO VILLA HERMOSA S.A.C.,"AV. A SUR CALLE 1 Y CALLE 2, RESIDENCIAL VILLA HERMOSA DE HUAYCAN",955093036,6.97,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ATE,CORGAS S.A.C.,"AV. LAS TORRES 497, URB. LOS SAUCES",013261736/988285800,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ATE,ESTACION DE SERVICIOS GRIFO DENVER S.R.L.,"CARRETERA CENTRAL SUB PARCELA 8A DE LA PARCELA N°10015 EX FUNDO PARIACHI MZ. A LT. 1 Y 2, PROGRAMA DE VIVIENDA 'LAS PONCIANAS DE PARIACHI'",,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ATE,REPSOL COMERCIAL S.A.C.,AV. NICOLAS AYLLON Nº 1912,996374386,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ATE,COESTI SA,"CARRETERA CENTRAL KM. 16 (AV. NICOLAS AYLLON S/N, MZ. A, LOTE 1) PROGRAMA DE VIVIENDA LAS PRADERAS",012033100/978832964/941949574,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,ATE,LUISA ANGELICA TORRES VASQUEZ,"AV. NICOLAS AYLLON (CARRETERA CENTRAL) KM. 12, SUBLOTE A DEL FUNDO SAN JUAN DE PARIACHI",981098907,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,BARRANCO,GO COMBUSTIBLES 10 SAC,AV. REPUBLICA DE PANAMA N° 402 ESQ. JR. AURELIO DE SOUZA,,7.89,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,BARRANCO,GLOBAL FUEL S.A.,"AV. BOLOGNESI CUADRA 8, ESQ. CON CALLE TIRAVANTI",976109926,7.93,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,BREÑA,INVERSIONES JIARA SAC,AV. ARICA NRO. 1301,941047511,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,BREÑA,EXPERIENCIA PERUANA S.A.C.,JR. HUARAZ N° 1484 - 1494 ESQUINA CON JR. RESTAURACION,955108634,7.98,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,BREÑA,COESTI SA,"AV. ARICA 481, ESQUINA CON JR. GENERAL VARELA Y JR. REBECA OQUENDO",012033100/978874540/919445666,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,BREÑA,DUOGAS S.A.,AV. ARICA N° 580 - 590 ESQ. CON JR. JORGE CHAVEZ,,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,BREÑA,GLOBAL FUEL S.A.,ESQUINA AV. ZORRITOS Y AV. TINGO MARÍA,976110149,8.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CARABAYLLO,COMBUSTIBLES SELECTOS S.A.C.,"MZ. 29 LTS. 11,14,15,16,17 Y 18 NUEVA URBANIZACION TORRE BLANCA 2DA ETAPA",989599589/992509216,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CARABAYLLO,GRUPO E & E S.A.C.,"LOTES 7 Y 8 DE PUNCHAUCA, CAUDIVILLA Y ANEXO CONCON Y HUACOY ( AV. TUPAC AMARU KM. 22.50)",981999588,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CARABAYLLO,ADMINISTRACION DE GRIFOS L&L ONE S.A.C.,"MZ 1-B, LOTE 02 SUB PARCELA 1-E (3ERA ETAPA) NUEVA URBANIZACION TORRE BLANCA",958901549,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CARABAYLLO,KALPU SAC,"URB. SANTO DOMINGO 6TA ETAPA MZ L-2 LTS 25, 26, 27, 28, 29, 30",015918292/989599589/947578366,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CARABAYLLO,ADMINISTRACION DE GRIFOS L&L ONE S.A.C.,LOTE 09 MANZANA H ASOCIACION PRO VIVIENDA LOS SUYOS,,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CARABAYLLO,AERO GAS DEL NORTE S.A.C.,"LOTES 7, 8, 9 Y 10, MZ. A6, URB. SAN ANTONIO DE CARABAYLLO 3",946059512,6.6,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CARABAYLLO,MULTISERVICIOS & LUBRICENTRO SR DE HUAMANTANGA EIRL,"UNIDAD CATASTRAL 12114, PARCELA 22, SECTOR A, FUNDO PUENTE PIEDRA",994294411/923503696,6.6,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CARABAYLLO,VERPASAR S.A.C,"AV. LAS LOMAS DE CARABAYLLO MZ- B LTES 14,15 Y 16 - PROGRAMA DE VIVIENDA SAN JOSE",983043666/954131333,6.65,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CARABAYLLO,INVERSIONES VALUEMI S.A.C.,"A.H. PROYECTO INTEGRAL ALIANZA INDUSTRIAL DE LAS LOMAS MZ. C LOTE 5 - SECTOR CRUZ DEL NORTE 1, ZONA BAJA",943465770/987665153,6.65,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CARABAYLLO,GASOCENTRO GAST SOCIEDAD ANONIMA CERRADA - GASOGAST S.A.C.,"URB. EL BOULEVARD DE SAN ANTONIO, MZ. D9, LOTES DEL 23 AL 30 (AV. JOSÉ SACO ROJAS S/N ESQUINA CON AV. COMERCIAL)",919484879,6.69,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHACLACAYO,INVERSIONES Y SERVICIOS MULTIPLES W.R S.A.C,CARRETERA CENTRAL KM. 22.700,943619486/993978502,6.49,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHACLACAYO,COESTI S.A.,AV. NICOLAS AYLLON N° 1500,012080100/954674926,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHACLACAYO,GRUPO ARIAS S.A.C.,AV NICOLAS AYLLON N° 1202 Y ESQ AV LAS MAGNOLIAS (CARRETERA CENTRAL KM 25),971423969/998600351,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHACLACAYO,ESTACION DE SERVICIOS CHACLACAYO SAC,"CARRETERA CENTRAL N° 1670 KM. 21.75, SECTOR PAMPA DE MORON",013582170/956938632,7.33,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHORRILLOS,GASCO PERU S.A.C,AV. HUAYLAS KM. 19 URB. VILLA BAJA,012583904/987547415/996792130,7.48,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHORRILLOS,SERVICENTRO LA ALAMEDA,"AV. ALAMEDA SUR ESQUINA CON CALLE LOS KEROS MZ. Q LOTE 11, URB. SAN JUAN BAUTISTA DE VILLA",012548443/973914719/965770451,7.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHORRILLOS,SERVICIO AUTOMOTRIZ SAN LUIS S.A.,"AV. ALAMEDA LOS HORIZONTES N° 1070, URB. LOS CEDROS",,7.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHORRILLOS,PETRO EXPLORIUM S.A.C.,"LOTE N° 08 MZ. M, URB. LA CAMPIÑA 3ERA ETAPA",989163488,7.65,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHORRILLOS,GASOCENTRO EL SOL S.A.C.,AV. GUARDIA CIVIL 698 ESQ. AV. EL SOL,960178213/960419861,7.65,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHORRILLOS,TERPEL CHORRILLOS,AV. GUARDIA CIVIL Nº 203 ESQUINA AV. LOS GORRIONES,954809972,7.65,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHORRILLOS,ORDULGAS S.A.C.,"ESQUINA AV. CORDILLERA NEGRA Y JR. VOLCAN COROPUNA MZ E-13, LT. 5, URB. LAS DELICIAS DE VILLA",012582641/977645992,7.69,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHORRILLOS,GASOLINERAS SAC,"AV. HUAYLAS N° 2355, URB. SANTA LEONOR",013261238/908808279/922113668,7.69,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHORRILLOS,COESTI S.A,AV. DEFENSORES DEL MORRO (EX AV. HUAYLAS) N° 1391 H.U. EL MORRO,012033100/978833751/943885990,7.75,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CHORRILLOS,COESTI S.A,AV. GUARDIA CIVIL N° 333,012033100/996373148/012080100,7.75,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CIENEGUILLA,ESTACION DE SERVICIOS PACHATUSAN S.A.C.,"ASOCIACION DE PROPIETARIOS SEÑOR DE HUANCA MZ. D, LOTE 1",013681081/989308172/949280034,7.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CIENEGUILLA,SERGAS ICA S.A.C.,"MZ. '37' LOTE 05, 3° ETAPA PARCELACION CIENEGUILLA AV. 'A', CARRETERA LIMA - HUAROCHIRI KM. 27.5",,7.74,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,CIENEGUILLA,FLORES & LANE S.A.C.,"AV. SAN MARTIN KM. 18.5, ESQ. CON CALLE RICARDO PALMA, MZ. H, LOTE N° 4, ZONA F, CENTRO POBLADO TAMBO VIEJO",014798209/955286561,8.6,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,COMAS,ESTACIN DE SERVICIOS OIL STAR SAC,AV. HEROES DEL ALTO CENEPA (ANTES AUTOPISTA CHILLON TRAPICHE) LOTE 57 EX FUNDO CHACRA CERRO,983917090/922706377,6.55,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,COMAS,GRUPO TORVISCO S.A.,"AV. HEROES DEL ALTO CENEPA (EX-TRAPICHE) LOTE 40, URB. HUERTOS DE TUNGASUCA",957026514,6.58,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,COMAS,GAS STATION AR S.A.C.,"AV. UNIVERSITARIA N° 9957, MZ-A1, LT 4, 5, 6 Y 7 - URB. LA ALBORADA - SEGUNDA ETAPA",015574867/998516068,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,COMAS,GRUPPE AR SAC,"AV. HEROES DEL ALTO CENEPA, LTE 27 (AUTOPISTA TRAPICHE - CHILLON)",970138820,6.59,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,COMAS,AERO GAS DEL NORTE SAC,"LOTE 1, CON FRENTE A LA AV. HEROES ALTO CENEPA - EX FUNDO CHACRA CERRO",946059512/980473794,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,COMAS,INVERSIONES AMAYA MORALES SAC,AV. UNIVERSITARIA MZ. G LOTE 9 URB. SANTA ISOLINA,013615461/956676148,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,COMAS,COESTI S.A,"AV. HEROES DEL ALTO CENEPA N° 697, LOTIZACIÓN FUNDO CHACRA CERRO",012033100/978838339,7.05,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,COMAS,GRUPO AZAÑERO INVERSIONISTAS EN COMBUSTIBLES S.A.C.,AV. HEROES DEL ALTO CENEPA MZ. B LOTE 13 URB. CHACRA CERRO,955259692,7.05,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,COMAS,GAZEL PERU SAC,"AV. HEROES DEL ALTO CENEPA N° 1502, 1504, 1506, 1510, 1514",936135248,7.06,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,COMAS,LA ANTENA,"AV. UNIVERSITARIA NORTE N° 8290 (MZ. P, LT 1-38) URB. SAN AGUSTIN 2DA. ETAPA",016519489/934027492/969778687,7.09,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,EL AGUSTINO,CONTIGAS D & M S.A.C.,"COOPERATIVA DE VIVIENDA VILLA DEL MAR N° 104-LADO B, AV 1RO DE MAYO N° 2289 Y N° 2291 Y PSJ. VILLA N° 194 Y 196",980582452,7.49,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,EL AGUSTINO,VILMA ROSA MELENDEZ PELAEZ,JR. SAN CARLOS N° 1881 INTERSECCION CON AV. ANCASH,013273486,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,EL AGUSTINO,REPSOL COMERCIAL S.A.C.,AV. PRIMERO DE MAYO N° 3090,012157530/012156225,9.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,INDEPENDENCIA,TRANSPORTES Y SERVICIOS SANTA CRUZ S.A.,"AV. NARANJAL N° 299, URB. INDUSTRIAL NARANJAL",941418880/970834018,6.63,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,INDEPENDENCIA,SERGAS,AV. CARLOS IZAGUIRRE N° 220,932500787/946597195,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,INDEPENDENCIA,GRIFO EL PACIFICO SAC,"AV. INDUSTRIAL N° 3491, ESQUINA CON AV. EL PACIFICO",012503235/998267299,6.92,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,INDEPENDENCIA,GRIFOS ESPINOZA S.A.,AV. ALFREDO MENDIOLA N° 3550,017080700/994295625,6.95,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,INDEPENDENCIA,GASOCENTRO NORTE S.A.C.,AV. GERARDO UNGER N° 3301 ESQ. CON JR. RUFINO MACEDO,,6.98,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,INDEPENDENCIA,GRUPO DE GESTION C SA,"AV. GERARDO UNGER Nº 4885, URB NARANJAL",991892930/990682529,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,INDEPENDENCIA,YVI HERMELINDA GALVEZ TRONCOS,"AV. CHINCHAYSUYO Nº 402 - 404, URB. TAHUANTINSUYO",015261919/015268235,7.29,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,INDEPENDENCIA,EMPRESA INDUSTRIAL COMERCIAL Y DE SERVICIOS MATILDE LEON S.A.,AV. TUPAC AMARU MZ. G LT. 1 Y 2 COOP. VIVIENDA SANTA LIGIA,981289194/994016240,7.8,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,JESUS MARIA,TERPEL PERU SAC,"AV. CUBA N° 116 - 120, ESQ. CON AV. ARENALES N° 990",012025432/954809972,7.69,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,JESUS MARIA,COESTI SA,AV. FAUSTINO SANCHEZ CARRION Nº 471 ESQUINA CON JR. ESTADOS UNIDOS,012080100/919445666/978848515,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,JESUS MARIA,ESTACION DE SERVICIOS PASO DE LOS ANDES S.A.C.,AV. BRASIL N° 699,016122323/995946137,8.09,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,JESUS MARIA,GASOLINAS DE AMERICA,AV. GENERAL GARZON N° 688,993298168,8.19,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,JESUS MARIA,COESTI S.A,GREGORIO ESCOBEDO ESQ. CON HUIRACOCHA,5112080100/978292052/919445666,8.49,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,LA MOLINA,COESTI S.A MONTERRICO,"AV. LA MOLINA Nº 580, ESQ. CON LA CALLE LAS MANDARINAS",012080100/012033100/999024617,7.29,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,LA MOLINA,ENERGIGAS SAC,"AV. JAVIER PRADO ESTE N° 5411, ESQ. CON CALLE LOS ALBARICOQUES, MZ Q, LOTE 11",994271025,7.29,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,LA MOLINA,COESTI S.A. ES FRUTALES,"AV. LOS FRUTALES N° 994, ACUMULACIÓN DE LOS LOTES 1 Y 2, MANZANA A, URBANIZACIÓN CAMINO REAL",012080100/012033100/988070461,7.45,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,LA MOLINA,ORGANIZACION FUTURO S.A.C.,AV. JAVIER PRADO ESTE N° 6651 URB. SANTA PATRICIA - III ETAPA,931229232/977810907,7.69,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,LA MOLINA,SERVICENTRO MUSA EIRL,"AV. LA MOLINA ESTE Nº 2295, ESQUINA PUNTA PEJERREY - URB. EL SOL DE LA MOLINA",960782161,7.85,Galones,GLP - Granel,Facilito Osinergmin
2026-06-19,17:28:38,LA MOLINA,COESTI S.A JAVIER PRADO 2,"AV. JAVIER PRADO ESTE MZ. O - 6 LOTE 3, ESQUINA CALLE TOULON, URB. LA RIVERA DE MONTERRICO",012080100/012033100/978881461,7.85,Galones,GLP - Granel,Facilito Osinergmin
